time_s,segment,segment_type,state,truth_x_m,truth_y_m,truth_yaw_rad,filtered_x_m,filtered_y_m,filtered_yaw_rad,reference_start_x_m,reference_start_y_m,reference_end_x_m,reference_end_y_m,cross_track_error_m,heading_error_rad,command_linear_mps,command_angular_rps,scored_line_sample
37.79,-1,0,0,-1.7060686564263072e-05,1.999234311293474,5.172818230373414e-05,-0.00022931256856390515,1.9989503284291432,-0.002448501030643425,nan,nan,nan,nan,nan,nan,0.0,0.0,0
37.8,-1,0,0,-1.7060686564263072e-05,1.999234311293474,5.172818230373414e-05,0.0008064917784583692,1.999245685633564,-0.0030699639470488376,0.0,2.0,4.31,2.0,nan,nan,0.0,0.0,0
37.81,-1,0,0,-1.7060686564263072e-05,1.999234311293474,5.172818230373414e-05,0.0008065022049822257,1.999243836936562,0.004467670538717438,0.0,2.0,4.31,2.0,nan,nan,0.0,0.0,0
37.82,-1,0,0,-1.7060686564263072e-05,1.999234311293474,5.172818230373414e-05,0.0008065116980662539,1.9992419565578017,-0.0013246263581301319,0.0,2.0,4.31,2.0,nan,nan,0.0,0.0,0
37.83,-1,0,0,-1.7060686564263072e-05,1.999234311293474,5.172818230373414e-05,0.0008065142623202104,1.999240045394872,0.001406750818008895,0.0,2.0,4.31,2.0,nan,nan,0.0,0.0,0
37.84,-1,0,0,-1.7060686564263072e-05,1.999234311293474,5.172818230373414e-05,0.0009053104465419694,1.9987817685993334,0.00038117501998158326,0.0,2.0,4.31,2.0,nan,nan,0.0,0.0,0
37.85,-1,0,0,-1.7060686564263072e-05,1.999234311293474,5.172818230373414e-05,0.0009052302891695243,1.9987694820035014,-0.0004051253067491879,0.0,2.0,4.31,2.0,nan,nan,0.0,0.0,0
37.86,-1,0,0,-1.7060686564263072e-05,1.999234311293474,5.172818230373414e-05,0.0009051800030376792,1.998757052511741,0.0002011908058938694,0.0,2.0,4.31,2.0,nan,nan,0.0,0.0,0
37.87,-1,0,0,-1.7060686564263072e-05,1.999234311293474,5.172818230373414e-05,0.000905166260285032,1.9987445782830275,-0.001956380885886677,0.0,2.0,4.31,2.0,nan,nan,0.0,0.0,0
37.88,0,1,1,-1.7060686564263072e-05,1.999234311293474,5.172818230373414e-05,0.000905166260285032,1.9987445782830275,-0.001956380885886677,0.0,2.0,4.31,2.0,nan,0.10842188032301762,0.0,0.0,0
37.89,0,1,1,-1.7060686564263072e-05,1.999234311293474,5.172818230373414e-05,-0.000831529795731199,2.0000559796131983,0.0008483726904033873,0.0,2.0,4.31,2.0,nan,0.10842188032301762,0.0,0.0,0
37.9,0,1,1,-1.7060686564263072e-05,1.999234311293474,5.172818230373414e-05,-0.000831529795731199,2.0000559796131983,0.0008483726904033873,0.0,2.0,4.31,2.0,nan,0.10430572541655685,0.0,0.0,0
37.91,0,1,1,-1.7060686564263072e-05,1.999234311293474,5.172818230373414e-05,-0.0008313879205895831,2.000073188966928,-0.002558983505862145,0.0,2.0,4.31,2.0,nan,0.10430572541655685,0.0,0.014790492847419873,0
37.92,0,1,1,-1.7060686564263072e-05,1.999234311293474,5.172818230373414e-05,-0.0008313879205895831,2.000073188966928,-0.002558983505862145,0.0,2.0,4.31,2.0,nan,0.10769587225909276,0.0,0.03479049284741988,0
37.93,0,1,1,-1.706076584517824e-05,1.9992329761506114,0.00012976986763108204,-0.0008312877551876612,2.000090570258433,0.0029003984921600607,0.0,2.0,4.31,2.0,nan,0.10769587225909276,0.0,0.03479049284741988,0
37.94,0,1,1,-1.7060669846413745e-05,1.999229464974424,0.0002939388091604649,-0.0008312877551876612,2.000090570258433,0.0029003984921600607,0.0,2.0,4.31,2.0,nan,0.10221910896956536,0.0,0.05388644124390652,0
37.95,0,1,1,-1.7060397197288246e-05,1.9992247450978708,0.0005324251721158141,-0.0008313045508599748,2.0001078938901693,-0.0030341305053371848,0.0,2.0,4.31,2.0,nan,0.10221910896956536,0.0,0.05388644124390652,0
37.96,0,1,1,-1.7059405072794576e-05,1.9992169148060086,0.000905962073671265,-0.0008313045508599748,2.0001078938901693,-0.0030341305053371848,0.0,2.0,4.31,2.0,nan,0.10813631433532638,0.0,0.07388644124390652,0
37.97,0,1,1,-1.705735032597744e-05,1.9992075135053495,0.0013657912599971869,-0.0013459369186144524,1.997459260164292,-0.001384090697371221,0.0,2.0,4.31,2.0,nan,0.10813631433532638,0.0,0.07388644124390652,0
37.98,0,1,1,-1.7052806587480873e-05,1.9991950465884967,0.0019546658334873507,-0.0013459369186144524,1.997459260164292,-0.001384090697371221,0.0,2.0,4.31,2.0,nan,0.10913490825323773,0.0,0.09388644124390652,0
37.99,0,1,1,-1.704567796090295e-05,1.9991811733764782,0.0026258422278381604,-0.0013459833361176836,1.9974166123216244,0.002481247610282455,0.0,2.0,4.31,2.0,nan,0.10913490825323773,0.0,0.09388644124390652,0
38.0,0,1,1,-1.703321714141559e-05,1.9991640991163222,0.00343271224063403,-0.0013459833361176836,1.9974166123216244,0.002481247610282455,0.0,2.0,4.31,2.0,nan,0.10531221778825166,0.0,0.11388644124390652,0
38.01,0,1,1,-1.7015803124631468e-05,1.9991455401496867,0.004325251524467603,-0.0013458683735871394,1.9973736169858844,0.002999543578106945,0.0,2.0,4.31,2.0,nan,0.10531221778825166,0.0,0.11388644124390652,0
38.02,0,1,1,-1.698893129853385e-05,1.9991237429009345,0.005353782896180749,-0.0013458683735871394,1.9973736169858844,0.002999543578106945,0.0,2.0,4.31,2.0,nan,0.1048369171561671,0.0,0.13388644124390653,0
38.03,0,1,1,-1.6954096040855404e-05,1.999100496091589,0.006467695025284436,-0.0013456904154910572,1.9973302797789616,0.004845453080440708,0.0,2.0,4.31,2.0,nan,0.1048369171561671,0.0,0.13388644124390653,0
38.04,0,1,1,-1.6904437496689795e-05,1.999073979979723,0.00771787726962848,-0.0013456904154910572,1.9973302797789616,0.004845453080440708,0.0,2.0,4.31,2.0,nan,0.10303434486075617,0.0,0.15388644124390652,0
