time_s,segment,segment_type,state,truth_x_m,truth_y_m,truth_yaw_rad,filtered_x_m,filtered_y_m,filtered_yaw_rad,reference_start_x_m,reference_start_y_m,reference_end_x_m,reference_end_y_m,cross_track_error_m,heading_error_rad,command_linear_mps,command_angular_rps,scored_line_sample
38.52,-1,0,6,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,0.0012315243974344873,1.9991330381663257,-0.0020693619339158258,nan,nan,nan,nan,nan,-1.9400628580683024,0.0,0.0,0
38.53,-1,0,6,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,0.0012315243974344873,1.9991330381663257,-0.0020693619339158258,0.0012315243974344873,1.9991330381663257,-0.35,0.995,nan,-1.9400628580683024,0.0,0.0,0
38.54,-1,0,6,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,0.0012314265004273563,1.9991275195502718,0.0016381801616582872,0.0012315243974344873,1.9991330381663257,-0.35,0.995,nan,-1.9437721298401087,0.0,-0.02,0
38.55,-1,0,6,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,0.0012314265004273563,1.9991275195502718,0.0016381801616582872,0.0012315243974344873,1.9991330381663257,-0.35,0.995,nan,-1.9437721298401087,0.0,-0.02,0
38.56,-1,0,6,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,7.351595906838176e-05,1.9985751358770973,0.0010648435275837367,0.0012315243974344873,1.9991330381663257,-0.35,0.995,nan,-1.9422881974053037,0.0,-0.04,0
38.57,-1,0,6,-1.7060811385860575e-05,1.999232883928644,-5.27519104323063e-06,7.351595906838176e-05,1.9985751358770973,0.0010648435275837367,0.0012315243974344873,1.9991330381663257,-0.35,0.995,nan,-1.9422881974053037,0.0,-0.04,0
38.58,-1,0,6,-1.706113365451678e-05,1.999228463833159,-0.00017728809808264558,7.348046548251361e-05,1.9985571331850052,-0.00012860888076682286,0.0012315243974344873,1.9991330381663257,-0.35,0.995,nan,-1.9422881974053037,0.0,-0.04,0
38.59,-1,0,6,-1.7062151753344246e-05,1.9992222347854012,-0.000420446561531469,7.348046548251361e-05,1.9985571331850052,-0.00012860888076682286,0.0012315243974344873,1.9991330381663257,-0.35,0.995,nan,-1.9411006554486712,0.0,-0.06,0
38.6,-1,0,6,-1.7064811878353403e-05,1.9992129625985284,-0.0007744883903719945,7.34718916348075e-05,1.998538983096403,0.003246635977118384,0.0012315243974344873,1.9991330381663257,-0.35,0.995,nan,-1.9444818848343453,0.0,-0.08,0
38.61,-1,0,6,-1.706978291093897e-05,1.9992018338346247,-0.0011994965652167967,7.34718916348075e-05,1.998538983096403,0.003246635977118384,0.0012315243974344873,1.9991330381663257,-0.35,0.995,nan,-1.9444818848343453,0.0,-0.08,0
