phase,time_s,forward_m,up_m,yaw_deg
static,0.000000,0.000000,0.000000,0.002735
static,0.030000,0.000000,0.000000,0.002735
static,0.030000,0.000000,0.000000,0.002735
static,0.040000,0.000000,0.000000,0.002735
static,0.040000,0.000000,0.000000,0.002735
static,0.050000,0.000000,0.000000,0.002735
static,0.050000,0.000000,0.000000,0.002735
static,0.060000,0.000000,0.000000,0.002735
static,0.060000,0.000000,0.000000,0.002735
static,0.060000,0.000000,0.000000,0.002735
static,0.070000,0.000000,0.000000,0.002735
static,0.070000,0.000000,0.000000,0.002735
static,0.080000,0.000000,0.000000,0.002735
static,0.080000,0.000000,0.000000,0.002735
static,0.090000,0.000000,0.000000,0.002735
static,0.090000,0.000000,0.000000,0.002735
static,0.090000,0.000000,0.000000,0.002735
static,0.100000,0.000000,0.000000,0.002735
static,0.100000,0.000000,0.000000,0.002735
static,0.110000,0.000000,0.000000,0.002735
static,0.110000,0.000000,0.000000,0.002735
static,0.120000,0.000000,0.000000,0.002735
static,0.120000,0.000000,0.000000,0.002735
static,0.130000,0.000000,0.000000,0.002735
static,0.130000,0.000000,0.000000,0.002735
static,0.130000,0.000000,0.000000,0.002735
static,0.130000,0.000000,0.000000,0.002735
static,0.130000,0.000000,0.000000,0.002735
static,0.130000,0.000000,0.000000,0.002735
static,0.130000,0.000000,0.000000,0.002735
static,0.130000,0.000000,0.000000,0.002735
static,0.130000,0.000000,0.000000,0.002735
static,0.130000,0.000000,0.000000,0.002735
static,0.130000,0.000000,0.000000,0.002735
static,0.130000,0.000000,0.000000,0.002735
static,0.140000,0.000000,0.000000,0.002735
static,0.140000,0.000000,0.000000,0.002735
static,0.140000,0.000000,0.000000,0.002735
static,0.140000,0.000000,0.000000,0.002735
static,0.140000,0.000000,0.000000,0.002735
static,0.140000,0.000000,0.000000,0.002735
static,0.140000,0.000000,0.000000,0.002735
static,0.140000,0.000000,0.000000,0.002735
static,0.140000,0.000000,0.000000,0.002735
static,0.140000,0.000000,0.000000,0.002735
static,0.140000,0.000000,0.000000,0.002735
static,0.150000,0.000000,0.000000,0.002735
static,0.150000,0.000000,0.000000,0.002735
static,0.150000,0.000000,0.000000,0.002735
static,0.150000,0.000000,0.000000,0.002735
static,0.150000,0.000000,0.000000,0.002735
static,0.150000,0.000000,0.000000,0.002735
static,0.150000,0.000000,0.000000,0.002735
static,0.150000,0.000000,0.000000,0.002735
static,0.150000,0.000000,0.000000,0.002735
static,0.150000,0.000000,0.000000,0.002735
static,0.150000,0.000000,0.000000,0.002735
static,0.150000,0.000000,0.000000,0.002735
static,0.160000,0.000000,0.000000,0.002735
static,0.160000,0.000000,0.000000,0.002735
static,0.160000,0.000000,0.000000,0.002735
static,0.160000,0.000000,0.000000,0.002735
static,0.160000,0.000000,0.000000,0.002735
static,0.160000,0.000000,0.000000,0.002735
static,0.160000,0.000000,0.000000,0.002735
static,0.160000,0.000000,0.000000,0.002735
static,0.160000,0.000000,0.000000,0.002735
static,0.160000,0.000000,0.000000,0.002735
static,0.160000,0.000000,0.000000,0.002735
static,0.170000,0.000000,0.000000,0.002735
static,0.170000,0.000000,0.000000,0.002735
static,0.170000,0.000000,0.000000,0.002735
static,0.170000,0.000000,0.000000,0.002735
static,0.170000,0.000000,0.000000,0.002735
static,0.170000,0.000000,0.000000,0.002735
static,0.170000,0.000000,0.000000,0.002735
static,0.170000,0.000000,0.000000,0.002735
static,0.170000,0.000000,0.000000,0.002735
static,0.170000,0.000000,0.000000,0.002735
static,0.170000,0.000000,0.000000,0.002735
static,0.170000,0.000000,0.000000,0.002735
static,0.180000,0.000000,0.000000,0.002735
static,0.180000,0.000000,0.000000,0.002735
static,0.180000,0.000000,0.000000,0.002735
static,0.180000,0.000000,0.000000,0.002735
static,0.180000,0.000000,0.000000,0.002735
static,0.180000,0.000000,0.000000,0.002735
static,0.180000,0.000000,0.000000,0.002735
static,0.180000,0.000000,0.000000,0.002735
static,0.180000,0.000000,0.000000,0.002735
static,0.180000,0.000000,0.000000,0.002735
static,0.180000,0.000000,0.000000,0.002735
static,0.190000,0.000000,0.000000,0.002735
static,0.190000,0.000000,0.000000,0.002735
static,0.190000,0.000000,0.000000,0.002735
static,0.190000,0.000000,0.000000,0.002735
static,0.190000,0.000000,0.000000,0.002735
static,0.190000,0.000000,0.000000,0.002735
static,0.190000,0.000000,0.000000,0.002735
static,0.190000,0.000000,0.000000,0.002735
static,0.190000,0.000000,0.000000,0.002735
static,0.190000,0.000000,0.000000,0.002735
static,0.190000,0.000000,0.000000,0.002735
static,0.190000,0.000000,0.000000,0.002735
static,0.200000,0.000000,0.000000,0.002735
static,0.200000,0.000000,0.000000,0.002735
static,0.200000,0.000000,0.000000,0.002735
static,0.200000,0.000000,0.000000,0.002735
static,0.200000,0.000000,0.000000,0.002735
static,0.200000,0.000000,0.000000,0.002735
static,0.200000,0.000000,0.000000,0.002735
static,0.200000,0.000000,0.000000,0.002735
static,0.200000,0.000000,0.000000,0.002735
static,0.200000,0.000000,0.000000,0.002735
static,0.200000,0.000000,0.000000,0.002735
static,0.210000,0.000000,0.000000,0.002735
static,0.210000,0.000000,0.000000,0.002735
static,0.210000,0.000000,0.000000,0.002735
static,0.210000,0.000000,0.000000,0.002735
static,0.210000,0.000000,0.000000,0.002735
static,0.210000,0.000000,0.000000,0.002735
static,0.210000,0.000000,0.000000,0.002735
static,0.210000,0.000000,0.000000,0.002735
static,0.210000,0.000000,0.000000,0.002735
static,0.210000,0.000000,0.000000,0.002735
static,0.210000,0.000000,0.000000,0.002735
static,0.210000,0.000000,0.000000,0.002735
static,0.220000,0.000000,0.000000,0.002735
static,0.220000,0.000000,0.000000,0.002735
static,0.220000,0.000000,0.000000,0.002735
static,0.220000,0.000000,0.000000,0.002735
static,0.220000,0.000000,0.000000,0.002735
static,0.220000,0.000000,0.000000,0.002735
static,0.220000,0.000000,0.000000,0.002735
static,0.220000,0.000000,0.000000,0.002735
static,0.220000,0.000000,0.000000,0.002735
static,0.220000,0.000000,0.000000,0.002735
static,0.220000,0.000000,0.000000,0.002735
static,0.230000,0.000000,0.000000,0.002735
static,0.230000,0.000000,0.000000,0.002735
static,0.230000,0.000000,0.000000,0.002735
static,0.230000,0.000000,0.000000,0.002735
static,0.230000,0.000000,0.000000,0.002735
static,0.230000,0.000000,0.000000,0.002735
static,0.230000,0.000000,0.000000,0.002735
static,0.230000,0.000000,0.000000,0.002735
static,0.230000,0.000000,0.000000,0.002735
static,0.230000,0.000000,0.000000,0.002735
static,0.230000,0.000000,0.000000,0.002735
static,0.230000,0.000000,0.000000,0.002735
static,0.240000,0.000000,0.000000,0.002735
static,0.240000,0.000000,0.000000,0.002735
static,0.240000,0.000000,0.000000,0.002735
static,0.240000,0.000000,0.000000,0.002735
static,0.240000,0.000000,0.000000,0.002735
static,0.240000,0.000000,0.000000,0.002735
static,0.240000,0.000000,0.000000,0.002735
static,0.240000,0.000000,0.000000,0.002735
static,0.240000,0.000000,0.000000,0.002735
static,0.240000,0.000000,0.000000,0.002735
static,0.240000,0.000000,0.000000,0.002735
static,0.250000,0.000000,0.000000,0.002735
static,0.250000,0.000000,0.000000,0.002735
static,0.250000,0.000000,0.000000,0.002735
static,0.250000,0.000000,0.000000,0.002735
static,0.250000,0.000000,0.000000,0.002735
static,0.250000,0.000000,0.000000,0.002735
static,0.250000,0.000000,0.000000,0.002735
static,0.250000,0.000000,0.000000,0.002735
static,0.250000,0.000000,0.000000,0.002735
static,0.250000,0.000000,0.000000,0.002735
static,0.250000,0.000000,0.000000,0.002735
static,0.250000,0.000000,0.000000,0.002735
static,0.260000,0.000000,0.000000,0.002735
static,0.260000,0.000000,0.000000,0.002735
static,0.260000,0.000000,0.000000,0.002735
static,0.260000,0.000000,0.000000,0.002735
static,0.260000,0.000000,0.000000,0.002735
static,0.260000,0.000000,0.000000,0.002735
static,0.260000,0.000000,0.000000,0.002735
static,0.260000,0.000000,0.000000,0.002735
static,0.260000,0.000000,0.000000,0.002735
static,0.260000,0.000000,0.000000,0.002735
static,0.260000,0.000000,0.000000,0.002735
static,0.270000,0.000000,0.000000,0.002735
static,0.270000,0.000000,0.000000,0.002735
static,0.270000,0.000000,0.000000,0.002735
static,0.270000,0.000000,0.000000,0.002735
static,0.270000,0.000000,0.000000,0.002735
static,0.270000,0.000000,0.000000,0.002735
static,0.270000,0.000000,0.000000,0.002735
static,0.270000,0.000000,0.000000,0.002735
static,0.270000,0.000000,0.000000,0.002735
static,0.270000,0.000000,0.000000,0.002735
static,0.270000,0.000000,0.000000,0.002735
static,0.270000,0.000000,0.000000,0.002735
static,0.280000,0.000000,0.000000,0.002735
static,0.280000,0.000000,0.000000,0.002735
static,0.280000,0.000000,0.000000,0.002735
static,0.280000,0.000000,0.000000,0.002735
static,0.280000,0.000000,0.000000,0.002735
static,0.280000,0.000000,0.000000,0.002735
static,0.280000,0.000000,0.000000,0.002735
static,0.280000,0.000000,0.000000,0.002735
static,0.280000,0.000000,0.000000,0.002735
static,0.280000,0.000000,0.000000,0.002735
static,0.280000,0.000000,0.000000,0.002735
static,0.290000,0.000000,0.000000,0.002735
static,0.290000,0.000000,0.000000,0.002735
static,0.290000,0.000000,0.000000,0.002735
static,0.290000,0.000000,0.000000,0.002735
static,0.290000,0.000000,0.000000,0.002735
static,0.290000,0.000000,0.000000,0.002735
static,0.290000,0.000000,0.000000,0.002735
static,0.290000,0.000000,0.000000,0.002735
static,0.290000,0.000000,0.000000,0.002735
static,0.290000,0.000000,0.000000,0.002735
static,0.290000,0.000000,0.000000,0.002735
static,0.290000,0.000000,0.000000,0.002735
static,0.300000,0.000000,0.000000,0.002735
static,0.300000,0.000000,0.000000,0.002735
static,0.300000,0.000000,0.000000,0.002735
static,0.300000,0.000000,0.000000,0.002735
static,0.300000,0.000000,0.000000,0.002735
static,0.300000,0.000000,0.000000,0.002735
static,0.300000,0.000000,0.000000,0.002735
static,0.300000,0.000000,0.000000,0.002735
static,0.300000,0.000000,0.000000,0.002735
static,0.300000,0.000000,0.000000,0.002735
static,0.300000,0.000000,0.000000,0.002735
static,0.310000,0.000000,0.000000,0.002735
static,0.310000,0.000000,0.000000,0.002735
static,0.310000,0.000000,0.000000,0.002735
static,0.310000,0.000000,0.000000,0.002735
static,0.310000,0.000000,0.000000,0.002735
static,0.310000,0.000000,0.000000,0.002735
static,0.310000,0.000000,0.000000,0.002735
static,0.310000,0.000000,0.000000,0.002735
static,0.310000,0.000000,0.000000,0.002735
static,0.310000,0.000000,0.000000,0.002735
static,0.310000,0.000000,0.000000,0.002735
static,0.310000,0.000000,0.000000,0.002735
static,0.320000,0.000000,0.000000,0.002735
static,0.320000,0.000000,0.000000,0.002735
static,0.320000,0.000000,0.000000,0.002735
static,0.320000,0.000000,0.000000,0.002735
static,0.320000,0.000000,0.000000,0.002735
static,0.320000,0.000000,0.000000,0.002735
static,0.320000,0.000000,0.000000,0.002735
static,0.320000,0.000000,0.000000,0.002735
static,0.320000,0.000000,0.000000,0.002735
static,0.320000,0.000000,0.000000,0.002735
static,0.320000,0.000000,0.000000,0.002735
static,0.330000,0.000000,0.000000,0.002735
static,0.330000,0.000000,0.000000,0.002735
static,0.330000,0.000000,0.000000,0.002735
static,0.330000,0.000000,0.000000,0.002735
static,0.330000,0.000000,0.000000,0.002735
static,0.330000,0.000000,0.000000,0.002735
static,0.330000,0.000000,0.000000,0.002735
static,0.330000,0.000000,0.000000,0.002735
static,0.330000,0.000000,0.000000,0.002735
static,0.330000,0.000000,0.000000,0.002735
static,0.330000,0.000000,0.000000,0.002735
static,0.330000,0.000000,0.000000,0.002735
static,0.340000,0.000000,0.000000,0.002735
static,0.340000,0.000000,0.000000,0.002735
static,0.340000,0.000000,0.000000,0.002735
static,0.340000,0.000000,0.000000,0.002735
static,0.340000,0.000000,0.000000,0.002735
static,0.340000,0.000000,0.000000,0.002735
static,0.340000,0.000000,0.000000,0.002735
static,0.340000,0.000000,0.000000,0.002735
static,0.340000,0.000000,0.000000,0.002735
static,0.340000,0.000000,0.000000,0.002735
static,0.340000,0.000000,0.000000,0.002735
static,0.350000,0.000000,0.000000,0.002735
static,0.350000,0.000000,0.000000,0.002735
static,0.350000,0.000000,0.000000,0.002735
static,0.350000,0.000000,0.000000,0.002735
static,0.350000,0.000000,0.000000,0.002735
static,0.350000,0.000000,0.000000,0.002735
static,0.350000,0.000000,0.000000,0.002735
static,0.350000,0.000000,0.000000,0.002735
static,0.350000,0.000000,0.000000,0.002735
static,0.350000,0.000000,0.000000,0.002735
static,0.350000,0.000000,0.000000,0.002735
static,0.350000,0.000000,0.000000,0.002735
static,0.360000,0.000000,0.000000,0.002735
static,0.360000,0.000000,0.000000,0.002735
static,0.360000,0.000000,0.000000,0.002735
static,0.360000,0.000000,0.000000,0.002735
static,0.360000,0.000000,0.000000,0.002735
static,0.360000,0.000000,0.000000,0.002735
static,0.360000,0.000000,0.000000,0.002735
static,0.360000,0.000000,0.000000,0.002735
static,0.360000,0.000000,0.000000,0.002735
static,0.360000,0.000000,0.000000,0.002735
static,0.360000,0.000000,0.000000,0.002735
static,0.370000,0.000000,0.000000,0.002735
static,0.370000,0.000000,0.000000,0.002735
static,0.370000,0.000000,0.000000,0.002735
static,0.370000,0.000000,0.000000,0.002735
static,0.370000,0.000000,0.000000,0.002735
static,0.370000,0.000000,0.000000,0.002735
static,0.370000,0.000000,0.000000,0.002735
static,0.370000,0.000000,0.000000,0.002735
static,0.370000,0.000000,0.000000,0.002735
static,0.370000,0.000000,0.000000,0.002735
static,0.370000,0.000000,0.000000,0.002735
static,0.370000,0.000000,0.000000,0.002735
static,0.380000,0.000000,0.000000,0.002735
static,0.380000,0.000000,0.000000,0.002735
static,0.380000,0.000000,0.000000,0.002735
static,0.380000,0.000000,0.000000,0.002735
static,0.380000,0.000000,0.000000,0.002735
static,0.380000,0.000000,0.000000,0.002735
static,0.380000,0.000000,0.000000,0.002735
static,0.380000,0.000000,0.000000,0.002735
static,0.380000,0.000000,0.000000,0.002735
static,0.380000,0.000000,0.000000,0.002735
static,0.380000,0.000000,0.000000,0.002735
static,0.390000,0.000000,0.000000,0.002735
static,0.390000,0.000000,0.000000,0.002735
static,0.390000,0.000000,0.000000,0.002735
static,0.390000,0.000000,0.000000,0.002735
static,0.390000,0.000000,0.000000,0.002735
static,0.390000,0.000000,0.000000,0.002735
static,0.390000,0.000000,0.000000,0.002735
static,0.390000,0.000000,0.000000,0.002735
static,0.390000,0.000000,0.000000,0.002735
static,0.390000,0.000000,0.000000,0.002735
static,0.390000,0.000000,0.000000,0.002735
static,0.390000,0.000000,0.000000,0.002735
static,0.400000,0.000000,0.000000,0.002735
static,0.400000,0.000000,0.000000,0.002735
static,0.400000,0.000000,0.000000,0.002735
static,0.400000,0.000000,0.000000,0.002735
static,0.400000,0.000000,0.000000,0.002735
static,0.400000,0.000000,0.000000,0.002735
static,0.400000,0.000000,0.000000,0.002735
static,0.400000,0.000000,0.000000,0.002735
static,0.400000,0.000000,0.000000,0.002735
static,0.400000,0.000000,0.000000,0.002735
static,0.400000,0.000000,0.000000,0.002735
static,0.410000,0.000000,0.000000,0.002735
static,0.410000,0.000000,0.000000,0.002735
static,0.410000,0.000000,0.000000,0.002735
static,0.410000,0.000000,0.000000,0.002735
static,0.410000,0.000000,0.000000,0.002735
static,0.410000,0.000000,0.000000,0.002735
static,0.410000,0.000000,0.000000,0.002735
static,0.410000,0.000000,0.000000,0.002735
static,0.410000,0.000000,0.000000,0.002735
static,0.410000,0.000000,0.000000,0.002735
static,0.410000,0.000000,0.000000,0.002735
static,0.410000,0.000000,0.000000,0.002735
static,0.420000,0.000000,0.000000,0.002735
static,0.420000,0.000000,0.000000,0.002735
static,0.420000,0.000000,0.000000,0.002735
static,0.420000,0.000000,0.000000,0.002735
static,0.420000,0.000000,0.000000,0.002735
static,0.420000,0.000000,0.000000,0.002735
static,0.420000,0.000000,0.000000,0.002735
static,0.420000,0.000000,0.000000,0.002735
static,0.420000,0.000000,0.000000,0.002735
static,0.420000,0.000000,0.000000,0.002735
static,0.420000,0.000000,0.000000,0.002735
static,0.430000,0.000000,0.000000,0.002735
static,0.430000,0.000000,0.000000,0.002735
static,0.430000,0.000000,0.000000,0.002735
static,0.430000,0.000000,0.000000,0.002735
static,0.430000,0.000000,0.000000,0.002735
static,0.430000,0.000000,0.000000,0.002735
static,0.430000,0.000000,0.000000,0.002735
static,0.430000,0.000000,0.000000,0.002735
static,0.430000,0.000000,0.000000,0.002735
static,0.430000,0.000000,0.000000,0.002735
static,0.430000,0.000000,0.000000,0.002735
static,0.430000,0.000000,0.000000,0.002735
static,0.440000,0.000000,0.000000,0.002735
static,0.440000,0.000000,0.000000,0.002735
static,0.440000,0.000000,0.000000,0.002735
static,0.440000,0.000000,0.000000,0.002735
static,0.440000,0.000000,0.000000,0.002735
static,0.440000,0.000000,0.000000,0.002735
static,0.440000,0.000000,0.000000,0.002735
static,0.440000,0.000000,0.000000,0.002735
static,0.440000,0.000000,0.000000,0.002735
static,0.440000,0.000000,0.000000,0.002735
static,0.440000,0.000000,0.000000,0.002735
static,0.450000,0.000000,0.000000,0.002735
static,0.450000,0.000000,0.000000,0.002735
static,0.450000,0.000000,0.000000,0.002735
static,0.450000,0.000000,0.000000,0.002735
static,0.450000,0.000000,0.000000,0.002735
static,0.450000,0.000000,0.000000,0.002735
static,0.450000,0.000000,0.000000,0.002735
static,0.450000,0.000000,0.000000,0.002735
static,0.450000,0.000000,0.000000,0.002735
static,0.450000,0.000000,0.000000,0.002735
static,0.450000,0.000000,0.000000,0.002735
static,0.450000,0.000000,0.000000,0.002735
static,0.460000,0.000000,0.000000,0.002735
static,0.460000,0.000000,0.000000,0.002735
static,0.460000,0.000000,0.000000,0.002735
static,0.460000,0.000000,0.000000,0.002735
static,0.460000,0.000000,0.000000,0.002735
static,0.460000,0.000000,0.000000,0.002735
static,0.460000,0.000000,0.000000,0.002735
static,0.460000,0.000000,0.000000,0.002735
static,0.460000,0.000000,0.000000,0.002735
static,0.460000,0.000000,0.000000,0.002735
static,0.460000,0.000000,0.000000,0.002735
static,0.470000,0.000000,0.000000,0.002735
static,0.470000,0.000000,0.000000,0.002735
static,0.470000,0.000000,0.000000,0.002735
static,0.470000,0.000000,0.000000,0.002735
static,0.470000,0.000000,0.000000,0.002735
static,0.470000,0.000000,0.000000,0.002735
static,0.470000,0.000000,0.000000,0.002735
static,0.470000,0.000000,0.000000,0.002735
static,0.470000,0.000000,0.000000,0.002735
static,0.470000,0.000000,0.000000,0.002735
static,0.470000,0.000000,0.000000,0.002735
static,0.470000,0.000000,0.000000,0.002735
static,0.480000,0.000000,0.000000,0.002735
static,0.480000,0.000000,0.000000,0.002735
static,0.480000,0.000000,0.000000,0.002735
static,0.480000,0.000000,0.000000,0.002735
static,0.480000,0.000000,0.000000,0.002735
static,0.480000,0.000000,0.000000,0.002735
static,0.480000,0.000000,0.000000,0.002735
static,0.480000,0.000000,0.000000,0.002735
static,0.480000,0.000000,0.000000,0.002735
static,0.480000,0.000000,0.000000,0.002735
static,0.480000,0.000000,0.000000,0.002735
static,0.490000,0.000000,0.000000,0.002735
static,0.490000,0.000000,0.000000,0.002735
static,0.490000,0.000000,0.000000,0.002735
static,0.490000,0.000000,0.000000,0.002735
static,0.490000,0.000000,0.000000,0.002735
static,0.490000,0.000000,0.000000,0.002735
static,0.490000,0.000000,0.000000,0.002735
static,0.490000,0.000000,0.000000,0.002735
static,0.490000,0.000000,0.000000,0.002735
static,0.490000,0.000000,0.000000,0.002735
static,0.490000,0.000000,0.000000,0.002735
static,0.490000,0.000000,0.000000,0.002735
static,0.500000,0.000000,0.000000,0.002735
static,0.500000,0.000000,0.000000,0.002735
static,0.500000,0.000000,0.000000,0.002735
static,0.500000,0.000000,0.000000,0.002735
static,0.500000,0.000000,0.000000,0.002735
static,0.500000,0.000000,0.000000,0.002735
static,0.500000,0.000000,0.000000,0.002735
static,0.500000,0.000000,0.000000,0.002735
static,0.500000,0.000000,0.000000,0.002735
static,0.500000,0.000000,0.000000,0.002735
static,0.500000,0.000000,0.000000,0.002735
static,0.510000,0.000000,0.000000,0.002735
static,0.510000,0.000000,0.000000,0.002735
static,0.510000,0.000000,0.000000,0.002735
static,0.510000,0.000000,0.000000,0.002735
static,0.510000,0.000000,0.000000,0.002735
static,0.510000,0.000000,0.000000,0.002735
static,0.510000,0.000000,0.000000,0.002735
static,0.510000,0.000000,0.000000,0.002735
static,0.510000,0.000000,0.000000,0.002735
static,0.510000,0.000000,0.000000,0.002735
static,0.510000,0.000000,0.000000,0.002735
static,0.510000,0.000000,0.000000,0.002735
static,0.520000,0.000000,0.000000,0.002735
static,0.520000,0.000000,0.000000,0.002735
static,0.520000,0.000000,0.000000,0.002735
static,0.520000,0.000000,0.000000,0.002735
static,0.520000,0.000000,0.000000,0.002735
static,0.520000,0.000000,0.000000,0.002735
static,0.520000,0.000000,0.000000,0.002735
static,0.520000,0.000000,0.000000,0.002735
static,0.520000,0.000000,0.000000,0.002735
static,0.520000,0.000000,0.000000,0.002735
static,0.520000,0.000000,0.000000,0.002735
static,0.530000,0.000000,0.000000,0.002735
static,0.530000,0.000000,0.000000,0.002735
static,0.530000,0.000000,0.000000,0.002735
static,0.530000,0.000000,0.000000,0.002735
static,0.530000,0.000000,0.000000,0.002735
static,0.530000,0.000000,0.000000,0.002735
static,0.530000,0.000000,0.000000,0.002735
static,0.530000,0.000000,0.000000,0.002735
static,0.530000,0.000000,0.000000,0.002735
static,0.530000,0.000000,0.000000,0.002735
static,0.530000,0.000000,0.000000,0.002735
static,0.530000,0.000000,0.000000,0.002735
static,0.540000,0.000000,0.000000,0.002735
static,0.540000,0.000000,0.000000,0.002735
static,0.540000,0.000000,0.000000,0.002735
static,0.540000,0.000000,0.000000,0.002735
static,0.540000,0.000000,0.000000,0.002735
static,0.540000,0.000000,0.000000,0.002735
static,0.540000,0.000000,0.000000,0.002735
static,0.540000,0.000000,0.000000,0.002735
static,0.540000,0.000000,0.000000,0.002735
static,0.540000,0.000000,0.000000,0.002735
static,0.540000,0.000000,0.000000,0.002735
static,0.550000,0.000000,0.000000,0.002735
static,0.550000,0.000000,0.000000,0.002735
static,0.550000,0.000000,0.000000,0.002735
static,0.550000,0.000000,0.000000,0.002735
static,0.550000,0.000000,0.000000,0.002735
static,0.550000,0.000000,0.000000,0.002735
static,0.550000,0.000000,0.000000,0.002735
static,0.550000,0.000000,0.000000,0.002735
static,0.550000,0.000000,0.000000,0.002735
static,0.550000,0.000000,0.000000,0.002735
static,0.550000,0.000000,0.000000,0.002735
static,0.550000,0.000000,0.000000,0.002735
static,0.560000,0.000000,0.000000,0.002735
static,0.560000,0.000000,0.000000,0.002735
static,0.560000,0.000000,0.000000,0.002735
static,0.560000,0.000000,0.000000,0.002735
static,0.560000,0.000000,0.000000,0.002735
static,0.560000,0.000000,0.000000,0.002735
static,0.560000,0.000000,0.000000,0.002735
static,0.560000,0.000000,0.000000,0.002735
static,0.560000,0.000000,0.000000,0.002735
static,0.560000,0.000000,0.000000,0.002735
static,0.560000,0.000000,0.000000,0.002735
static,0.570000,0.000000,0.000000,0.002735
static,0.570000,0.000000,0.000000,0.002735
static,0.570000,0.000000,0.000000,0.002735
static,0.570000,0.000000,0.000000,0.002735
static,0.570000,0.000000,0.000000,0.002735
static,0.570000,0.000000,0.000000,0.002735
static,0.570000,0.000000,0.000000,0.002735
static,0.570000,0.000000,0.000000,0.002735
static,0.570000,0.000000,0.000000,0.002735
static,0.570000,0.000000,0.000000,0.002735
static,0.570000,0.000000,0.000000,0.002735
static,0.570000,0.000000,0.000000,0.002735
static,0.580000,0.000000,0.000000,0.002735
static,0.580000,0.000000,0.000000,0.002735
static,0.580000,0.000000,0.000000,0.002735
static,0.580000,0.000000,0.000000,0.002735
static,0.580000,0.000000,0.000000,0.002735
static,0.580000,0.000000,0.000000,0.002735
static,0.580000,0.000000,0.000000,0.002735
static,0.580000,0.000000,0.000000,0.002735
static,0.580000,0.000000,0.000000,0.002735
static,0.580000,0.000000,0.000000,0.002735
static,0.580000,0.000000,0.000000,0.002735
static,0.590000,0.000000,0.000000,0.002735
static,0.590000,0.000000,0.000000,0.002735
static,0.590000,0.000000,0.000000,0.002735
static,0.590000,0.000000,0.000000,0.002735
static,0.590000,0.000000,0.000000,0.002735
static,0.590000,0.000000,0.000000,0.002735
static,0.590000,0.000000,0.000000,0.002735
static,0.590000,0.000000,0.000000,0.002735
static,0.590000,0.000000,0.000000,0.002735
static,0.590000,0.000000,0.000000,0.002735
static,0.590000,0.000000,0.000000,0.002735
static,0.590000,0.000000,0.000000,0.002735
static,0.600000,0.000000,0.000000,0.002735
static,0.600000,0.000000,0.000000,0.002735
static,0.600000,0.000000,0.000000,0.002735
static,0.600000,0.000000,0.000000,0.002735
static,0.600000,0.000000,0.000000,0.002735
static,0.600000,0.000000,0.000000,0.002735
static,0.600000,0.000000,0.000000,0.002735
static,0.600000,0.000000,0.000000,0.002735
static,0.600000,0.000000,0.000000,0.002735
static,0.600000,0.000000,0.000000,0.002735
static,0.600000,0.000000,0.000000,0.002735
static,0.610000,0.000000,0.000000,0.002735
static,0.610000,0.000000,0.000000,0.002735
static,0.610000,0.000000,0.000000,0.002735
static,0.610000,0.000000,0.000000,0.002735
static,0.610000,0.000000,0.000000,0.002735
static,0.610000,0.000000,0.000000,0.002735
static,0.610000,0.000000,0.000000,0.002735
static,0.610000,0.000000,0.000000,0.002735
static,0.610000,0.000000,0.000000,0.002735
static,0.610000,0.000000,0.000000,0.002735
static,0.610000,0.000000,0.000000,0.002735
static,0.610000,0.000000,0.000000,0.002735
static,0.620000,0.000000,0.000000,0.002735
static,0.620000,0.000000,0.000000,0.002735
static,0.620000,0.000000,0.000000,0.002735
static,0.620000,0.000000,0.000000,0.002735
static,0.620000,0.000000,0.000000,0.002735
static,0.620000,0.000000,0.000000,0.002735
static,0.620000,0.000000,0.000000,0.002735
static,0.620000,0.000000,0.000000,0.002735
static,0.620000,0.000000,0.000000,0.002735
static,0.620000,0.000000,0.000000,0.002735
static,0.620000,0.000000,0.000000,0.002735
static,0.630000,0.000000,0.000000,0.002735
static,0.630000,0.000000,0.000000,0.002735
static,0.630000,0.000000,0.000000,0.002735
static,0.630000,0.000000,0.000000,0.002735
static,0.630000,0.000000,0.000000,0.002735
static,0.630000,0.000000,0.000000,0.002735
static,0.630000,0.000000,0.000000,0.002735
static,0.630000,0.000000,0.000000,0.002735
static,0.630000,0.000000,0.000000,0.002735
static,0.630000,0.000000,0.000000,0.002735
static,0.630000,0.000000,0.000000,0.002735
static,0.630000,0.000000,0.000000,0.002735
static,0.640000,0.000000,0.000000,0.002735
static,0.640000,0.000000,0.000000,0.002735
static,0.640000,0.000000,0.000000,0.002735
static,0.640000,0.000000,0.000000,0.002735
static,0.640000,0.000000,0.000000,0.002735
static,0.640000,0.000000,0.000000,0.002735
static,0.640000,0.000000,0.000000,0.002735
static,0.640000,0.000000,0.000000,0.002735
static,0.640000,0.000000,0.000000,0.002735
static,0.640000,0.000000,0.000000,0.002735
static,0.640000,0.000000,0.000000,0.002735
static,0.650000,0.000000,0.000000,0.002735
static,0.650000,0.000000,0.000000,0.002735
static,0.650000,0.000000,0.000000,0.002735
static,0.650000,0.000000,0.000000,0.002735
static,0.650000,0.000000,0.000000,0.002735
static,0.650000,0.000000,0.000000,0.002735
static,0.650000,0.000000,0.000000,0.002735
static,0.650000,0.000000,0.000000,0.002735
static,0.650000,0.000000,0.000000,0.002735
static,0.650000,0.000000,0.000000,0.002735
static,0.650000,0.000000,0.000000,0.002735
static,0.650000,0.000000,0.000000,0.002735
static,0.660000,0.000000,0.000000,0.002735
static,0.660000,0.000000,0.000000,0.002735
