time_s,segment,segment_type,state,truth_x_m,truth_y_m,truth_yaw_rad,filtered_x_m,filtered_y_m,filtered_yaw_rad,reference_start_x_m,reference_start_y_m,reference_end_x_m,reference_end_y_m,cross_track_error_m,heading_error_rad,command_linear_mps,command_angular_rps,scored_line_sample
38.5,-1,0,0,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,-0.00011217493373455544,2.001566377113332,-0.0009107208671226276,nan,nan,nan,nan,nan,nan,0.0,0.0,0
38.51,-1,0,0,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,-0.00011221206507685734,2.0016182420883135,0.0011514709723843275,nan,nan,nan,nan,nan,nan,0.0,0.0,0
38.52,-1,0,0,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,-0.00011232191009394324,2.001670486708956,-0.0009210789065052792,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,nan,0.0,0.0,0
38.53,-1,0,0,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,0.001231654391884688,1.9991438283393954,-0.001791305074722249,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,nan,0.0,0.0,0
38.54,-1,0,0,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,0.001231550748681331,1.99913840652315,-0.00012859310386437173,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,nan,0.0,0.0,0
38.55,-1,0,0,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,0.0012315243962204936,1.9991330381573524,-0.002069376912126497,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,nan,0.0,0.0,0
38.56,-1,0,0,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,0.0012314265019093202,1.9991275195399179,0.0016381861549437104,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,nan,0.0,0.0,0
38.57,-1,0,0,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,7.351595921814147e-05,1.99857513587531,0.001064827784069244,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,nan,0.0,0.0,0
38.58,-1,0,0,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,7.348046839456567e-05,1.9985571331813499,-6.759966448033337e-05,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,nan,0.0,0.0,0
38.59,-1,0,0,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,7.348046839456567e-05,1.9985571331813499,-6.759966448033337e-05,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,nan,0.0,0.0,0
38.6,-1,0,0,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,7.347457214080329e-05,1.998538983088644,0.0037228628626908566,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,nan,0.0,0.0,0
38.61,-1,0,6,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,7.347457214080329e-05,1.998538983088644,0.0037228628626908566,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.889857550125062,0.0,0.0,0
38.62,-1,0,6,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,7.350548495261201e-05,1.9985206841513299,-0.0006087994499290873,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.8855430615648534,0.0,0.0,0
38.63,-1,0,6,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,7.350548495261201e-05,1.9985206841513299,-0.0006087994499290873,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.8855430615648534,0.0,-0.011736675374760112,0
38.64,-1,0,6,-1.7060779467392706e-05,1.999234217506149,5.5728561806390545e-05,0.000561939317149489,2.0001984548417373,-0.0005433039246147687,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.8842043415148613,0.0,-0.011736675374760112,0
38.65,-1,0,6,-1.706081233066037e-05,1.999232895902769,-3.33338733578679e-06,0.000561939317149489,2.0001984548417373,-0.0005433039246147687,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.8842043415148613,0.0,-0.03173667537476011,0
38.66,-1,0,6,-1.7060941477242686e-05,1.9992300754767953,-0.00011026336211059296,0.0005619413595435739,2.000218225376246,-0.0011971953407856615,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.8835319075286123,0.0,-0.03173667537476011,0
38.67,-1,0,6,-1.706140968438241e-05,1.999225871685891,-0.00027828877434078525,0.0005619413595435739,2.000218225376246,-0.0011971953407856615,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.8835319075286123,0.0,-0.05173667537476011,0
38.68,-1,0,6,-1.7062920150912042e-05,1.999218604571594,-0.0005571228561428634,0.0005619709479134797,2.000238129209276,0.0008817112682777406,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.885592156097578,0.0,-0.07173667537476011,0
38.69,-1,0,6,-1.7066009688648798e-05,1.999209499847888,-0.0009069964105942889,0.0005619709479134797,2.000238129209276,0.0008817112682777406,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.885592156097578,0.0,-0.07173667537476011,0
38.7,-1,0,6,-1.707205316436866e-05,1.99919737894435,-0.001367857209162355,0.000561950353996263,2.000258162543727,-0.0015359146501974232,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.8831557332712543,0.0,-0.07173667537476011,0
38.71,-1,0,6,-1.7081864543189162e-05,1.9991833762443556,-0.0018995827117658044,0.000561950353996263,2.000258162543727,-0.0015359146501974232,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.8831557332712543,0.0,-0.09173667537476012,0
38.72,-1,0,6,-1.709748232125996e-05,1.9991663986938037,-0.0025424664947177795,0.0006242072556927327,1.9995624916392223,-0.0005006336757591434,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.8848650944434775,0.0,-0.11173667537476012,0
38.73,-1,0,6,-1.7120055609942675e-05,1.9991475010205004,-0.0032560477825827345,0.0006242072556927327,1.9995624916392223,-0.0005006336757591434,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.8848650944434775,0.0,-0.11173667537476012,0
38.74,-1,0,6,-1.715219847153726e-05,1.9991256640580783,-0.004080950883884295,0.0006241809458791731,1.9995665557378808,-0.0030384395850377994,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.8823234675892424,0.0,-0.1317366753747601,0
38.75,-1,0,6,-1.7195506327949417e-05,1.999101874495463,-0.004976391847561676,0.0006241809458791731,1.9995665557378808,-0.0030384395850377994,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.8823234675892424,0.0,-0.1317366753747601,0
38.76,-1,0,6,-1.7253039982234597e-05,1.9990751755232774,-0.005983310721061989,0.00062422699018151,1.9995706779366769,-0.0002932923476945959,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.885064764483226,0.0,-0.15173667537476013,0
38.77,-1,0,6,-1.732698023482193e-05,1.9990464972797495,-0.007060615332304114,0.00062422699018151,1.9995706779366769,-0.0002932923476945959,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.885064764483226,0.0,-0.15173667537476013,0
38.78,-1,0,6,-1.7420689625624597e-05,1.9990149339600622,-0.008249546619158684,0.0006242833877643093,1.9995747568976274,-0.006993127823819556,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.8783611228085095,0.0,-0.17173667537476012,0
38.79,-1,0,6,-1.7537077144580415e-05,1.998981370423924,-0.009508718966766467,0.0006242833877643093,1.9995747568976274,-0.006993127823819556,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.8783611228085095,0.0,-0.17173667537476012,0
38.8,-1,0,6,-1.767966902987972e-05,1.9989449407888575,-0.010879659574514856,0.000871588940547401,2.000916876451437,-0.007559563781110334,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.876621654378582,0.0,-0.1917366753747601,0
38.81,-1,0,6,-1.7852226494086132e-05,1.9989064955990143,-0.012320703910863252,0.000871588940547401,2.000916876451437,-0.007559563781110334,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.876621654378582,0.0,-0.1917366753747601,0
38.82,-1,0,6,-1.8058329660841643e-05,1.9988651981748613,-0.013873651102711718,0.0008719310572993137,2.0009513350048342,-0.010933306301777352,7.348046839456567e-05,1.9985571331813499,-0.9425,1.65,nan,-2.8732157109785734,0.0,-0.2117366753747601,0
