start_heading_deg,commanded_deg,achieved_deg,horizontal_mm,vertical_mm,slide_mm,mm_per_deg,wall_height_m
99.711,30.0,30.345,1.215,-15.324,15.372,0.5124,1.9385
104.714,30.0,30.321,1.507,-15.352,15.425,0.5142,1.9783
110.287,30.0,30.295,1.863,-15.372,15.484,0.5161,1.9506
113.714,30.0,30.28,2.097,-15.374,15.516,0.5172,1.9749
120.293,30.0,30.254,2.583,-15.346,15.562,0.5187,1.9477
124.713,30.0,30.233,2.935,-15.3,15.579,0.5193,1.9674
