angle_deg,start_heading_deg,end_heading_deg,max_rate_rps,shape,planned_duration_s,total_duration_s,converged,horizontal_mm,vertical_mm,slide_mm,ekf_heading_error_deg,truth_heading_error_deg,wall_height_m,repetition
30.0,89.40113989190147,119.90968442451425,0.3,trapezoid,1.9453292519943293,2.95,True,0.2369064305258739,-13.628034995915472,13.630094002123439,-0.7896235957661977,-0.6597497614139611,1.9783127336004838,1
-30.0,119.90968442451425,89.29437868241409,0.3,trapezoid,1.9453292519943293,2.95,True,0.30703124680209193,-13.630325313397806,13.633782906279748,0.5329880826003799,0.745179576452407,1.964682408287086,2
45.0,89.29437868241409,134.98656328644097,0.3,trapezoid,2.817993877991494,3.8200000000000003,True,0.6756750340436435,-20.64172055538105,20.652776187187772,-0.6052137034366283,-0.4799931101748655,1.944040687731705,1
-45.0,90.45092821975096,45.08364862550085,0.3,trapezoid,2.817993877991494,3.8200000000000003,True,-0.6729506237230787,-20.495595556747624,20.506640382269893,0.5469302307397662,0.4945119199437328,1.981776191336215,2
90.0,45.08364862550085,135.53190968180178,0.3,trapezoid,5.435987755982989,6.44,True,-0.17873857558792228,-40.73856460006242,40.738956701808924,-0.5266066404553522,-0.5006793670969572,1.9410376267361527,1
-90.0,90.48205468599268,0.5184015943926807,0.3,trapezoid,5.435987755982989,6.44,True,-1.7370990892582316,-40.89476534456726,40.93164235445631,0.06156896715176996,0.025317887422858655,1.9639466903220628,2
135.0,0.5184015943926807,135.97398022610756,0.3,trapezoid,8.053981633974482,9.06,True,-0.22265081547201415,-58.75506966962196,58.75549153285811,-0.5507307664834272,-0.49182971144379944,1.9051916206524409,1
-135.0,90.29960906844418,-45.08119723500054,0.3,trapezoid,8.053981633974482,9.06,True,-0.897685563868933,-61.58778443537116,61.594326289272175,0.4224344956580286,0.3561366280264348,1.9447359037542484,2
180.0,89.71697474316436,-89.65058715169441,0.3,trapezoid,10.671975511965977,11.680000000000001,True,0.22497965884415994,-82.02257159745608,82.02288014515646,-0.647143233103514,-0.685899119491673,1.9252522161643488,1
-180.0,89.78342506883439,-90.8619764359289,0.3,trapezoid,10.671975511965977,11.680000000000001,True,-0.21273197105664554,-82.01474005723198,82.01501595163437,0.5901151366080277,0.654341068929846,1.923412460815538,2
30.0,90.20516555833295,121.46177535372071,0.6,trapezoid,1.2726646259971646,2.2800000000000002,True,0.2696985162092824,-13.993466864723247,13.996065596579381,-1.1325342320684857,-1.081117750394829,1.9927298480740487,1
-30.0,121.46177535372071,90.46549539029469,0.6,trapezoid,1.2726646259971646,2.44,True,0.35323258973085636,-14.062001477399777,14.066437317702073,1.061078014335954,1.0476964450996817,1.978667846596649,2
45.0,90.46549539029469,136.46371151711548,0.6,trapezoid,1.7089969389957471,2.71,True,0.7437528012691486,-20.834065556449175,20.8473369004249,-0.8307575754288182,-1.0115976960570818,1.9578337810401998,1
-45.0,136.46371151711548,90.38588645022838,0.6,trapezoid,1.7089969389957471,3.0100000000000002,True,0.9715272861461344,-21.192459042429945,21.214716249169992,0.7879605218499561,0.8969849462588488,1.9366413219977698,2
90.0,90.18400539565557,-179.42934321592486,0.6,trapezoid,3.0179938779914943,4.0200000000000005,True,1.9016454989422282,-41.15447622248891,41.19838793874164,-0.48264146625717375,-0.41071704410075627,1.967709298664399,1
-90.0,-179.42934321592486,89.68593336046104,0.6,trapezoid,3.0179938779914943,4.36,True,0.9012037329780842,-39.09286861525607,39.103254912321646,0.8273509267450033,0.9566478457705097,1.9286164300491428,2
135.0,89.86580822393043,-134.25292417463584,0.6,trapezoid,4.326990816987241,5.33,True,1.1551610067891405,-61.859976620606496,61.87076130494588,-0.8807064809000743,-0.8514478332491028,1.9447600825526459,1
-135.0,90.28702612054744,-45.5523313319979,0.6,trapezoid,4.326990816987241,5.33,True,-1.1482605976497195,-61.82752107020906,61.83818289768272,0.9426918940370863,0.8549950787064803,1.9452008377360281,2
180.0,89.73241839964557,-89.3091195046819,0.6,trapezoid,5.635987755982988,6.82,True,0.5137949195118674,-82.42241780404468,82.42401920486418,-0.9589107013586371,-0.9416293447919843,1.9222082343617115,1
-180.0,89.80363659056299,-91.14294388953414,0.6,trapezoid,5.635987755982988,6.840000000000001,True,-0.5190433893903501,-82.4489162921902,82.45055005151062,1.156900443590395,0.9563659109977098,1.9229974025222052,2
