start_heading_deg,commanded_deg,achieved_deg,horizontal_mm,vertical_mm,slide_mm,mm_per_deg,wall_height_m
99.713,30.0,30.228,2.173,-17.628,17.761,0.592,1.9353
104.713,30.0,29.409,8.127,-28.771,29.897,0.9966,1.9638
109.71,30.0,29.056,24.17,-57.889,62.732,2.0911,1.9328
113.711,30.0,29.043,32.65,-68.71,76.073,2.5358,1.9208
119.708,30.0,29.048,27.487,-53.244,59.921,1.9974,1.9307
124.711,30.0,29.722,12.018,-27.717,30.21,1.007,1.9548
